customer_id,product_id,sales_transaction_date,,,,sale,dates,Cumulative sales of last 7 days,percentage change,,,,,,
28735,3,27-05-16 00:00,07:44:00,AM,,0,17-08-43,0,#DIV/0!,,,,,,
4724,6,27-05-16 00:00,01:16:00,PM,,0,18-08-43,0,#DIV/0!,,,,,,
1694,3,27-05-16 00:00,02:36:00,PM,,0,19-08-43,0,#DIV/0!,,,,,,
16361,3,27-05-16 00:00,03:02:00,PM,,0,20-08-43,0,#DIV/0!,,,,,,
42871,3,27-05-16 00:00,04:33:00,PM,,0,21-08-43,0,#DIV/0!,,,,,,
29496,4,27-05-16 00:00,08:58:00,PM,,0,22-08-43,0,#DIV/0!,,,,,,
13490,3,27-05-16 00:00,09:12:00,PM,,0,23-08-43,0,#DIV/0!,,,,,,
5228,4,27-05-16 00:00,09:48:00,PM,,0,24-08-43,0,#DIV/0!,,,,,,
10185,3,27-05-16 00:00,11:18:00,PM,,0,25-08-43,0,#DIV/0!,,,,,,
47393,3,28-05-16 00:00,02:51:00,AM,,0,26-08-43,0,#DIV/0!,,,,,,
14504,4,28-05-16 00:00,05:27:00,AM,,0,27-08-43,0,#DIV/0!,,,,,,
12398,3,28-05-16 00:00,06:35:00,AM,,0,28-08-43,0,#DIV/0!,,,,,,
45256,3,28-05-16 00:00,10:41:00,AM,,0,29-08-43,0,#DIV/0!,,,,,,
35141,3,28-05-16 00:00,10:53:00,AM,,0,30-08-43,0,#DIV/0!,,,,,,
21361,3,28-05-16 00:00,02:34:00,PM,,0,31-08-43,0,#DIV/0!,,,,,,
49849,6,28-05-16 00:00,03:09:00,PM,,0,01-09-43,0,#DIV/0!,,,,,,
47220,3,28-05-16 00:00,04:47:00,PM,,0,02-09-43,0,#DIV/0!,,,,,,
9772,6,28-05-16 00:00,05:11:00,PM,,0,03-09-43,0,#DIV/0!,,,,,,
40625,3,28-05-16 00:00,06:00:00,PM,,0,04-09-43,0,#DIV/0!,,,,,,
12755,3,28-05-16 00:00,08:26:00,PM,,0,05-09-43,0,#DIV/0!,,,,,,
17711,3,28-05-16 00:00,08:30:00,PM,,0,06-09-43,0,#DIV/0!,,,,,,
7348,6,28-05-16 00:00,10:41:00,PM,,0,07-09-43,0,#DIV/0!,,,,,,
10483,3,28-05-16 00:00,11:39:00,PM,,0,08-09-43,0,#DIV/0!,,,,,,
10613,3,29-05-16 00:00,12:29:00,AM,,0,09-09-43,0,#DIV/0!,,,,,,
10464,3,29-05-16 00:00,12:35:00,AM,,0,10-09-43,0,#DIV/0!,,,,,,
42775,3,29-05-16 00:00,01:20:00,AM,,0,11-09-43,0,#DIV/0!,,,,,,
45774,3,29-05-16 00:00,02:14:00,AM,,0,12-09-43,0,#DIV/0!,,,,,,
27754,3,29-05-16 00:00,04:06:00,AM,,0,13-09-43,0,#DIV/0!,,,,,,
11656,4,29-05-16 00:00,04:24:00,AM,,0,14-09-43,0,#DIV/0!,,,,,,
36837,6,29-05-16 00:00,04:24:00,AM,,0,15-09-43,0,#DIV/0!,,,,,,
32996,3,29-05-16 00:00,05:52:00,AM,,0,16-09-43,0,#DIV/0!,,,,,,
18497,3,29-05-16 00:00,05:57:00,AM,,0,17-09-43,0,#DIV/0!,,,,,,
34383,3,29-05-16 00:00,06:17:00,AM,,0,18-09-43,0,#DIV/0!,,,,,,
47573,3,29-05-16 00:00,09:54:00,AM,,0,19-09-43,0,#DIV/0!,,,,,,
48366,3,29-05-16 00:00,10:41:00,AM,,0,20-09-43,0,#DIV/0!,,,,,,
2758,3,29-05-16 00:00,02:46:00,PM,,0,21-09-43,0,#DIV/0!,,,,,,
357,3,29-05-16 00:00,03:00:00,PM,,0,22-09-43,0,#DIV/0!,,,,,,
32017,3,29-05-16 00:00,03:41:00,PM,,0,23-09-43,0,#DIV/0!,,,,,,
6915,3,29-05-16 00:00,04:17:00,PM,,0,24-09-43,0,#DIV/0!,,,,,,
45080,3,29-05-16 00:00,05:44:00,PM,,0,25-09-43,0,#DIV/0!,,,,,,
4714,3,29-05-16 00:00,07:05:00,PM,,0,26-09-43,0,#DIV/0!,,,,,,
3511,4,29-05-16 00:00,11:33:00,PM,,0,27-09-43,0,#DIV/0!,,,,,,
26782,3,30-05-16 00:00,02:23:00,AM,,0,28-09-43,0,#DIV/0!,,,,,,
17646,3,30-05-16 00:00,02:33:00,AM,,0,29-09-43,0,#DIV/0!,,,,,,
37944,3,30-05-16 00:00,04:41:00,AM,,0,30-09-43,0,#DIV/0!,,,,,,
26514,3,30-05-16 00:00,05:38:00,AM,,0,01-10-43,0,#DIV/0!,,,,,,
15287,3,30-05-16 00:00,05:44:00,AM,,0,02-10-43,0,#DIV/0!,,,,,,
3350,6,30-05-16 00:00,06:17:00,AM,,0,03-10-43,0,#DIV/0!,,,,,,
47754,3,30-05-16 00:00,12:27:00,PM,,0,04-10-43,0,#DIV/0!,,,,,,
31684,3,30-05-16 00:00,01:26:00,PM,,0,05-10-43,0,#DIV/0!,,,,,,
27830,3,30-05-16 00:00,01:30:00,PM,,0,06-10-43,0,#DIV/0!,,,,,,
15721,6,30-05-16 00:00,02:48:00,PM,,0,07-10-43,0,#DIV/0!,,,,,,
12713,3,30-05-16 00:00,03:54:00,PM,,0,08-10-43,0,#DIV/0!,,,,,,
38221,3,30-05-16 00:00,04:43:00,PM,,0,09-10-43,0,#DIV/0!,,,,,,
23962,3,30-05-16 00:00,05:51:00,PM,,0,10-10-43,0,#DIV/0!,,,,,,
4167,3,30-05-16 00:00,05:55:00,PM,,0,11-10-43,0,#DIV/0!,,,,,,
38473,3,30-05-16 00:00,06:04:00,PM,,0,12-10-43,0,#DIV/0!,,,,,,
22358,3,30-05-16 00:00,06:58:00,PM,,0,13-10-43,0,#DIV/0!,,,,,,
47828,6,30-05-16 00:00,08:34:00,PM,,0,14-10-43,0,#DIV/0!,,,,,,
22015,3,30-05-16 00:00,09:38:00,PM,,0,15-10-43,0,#DIV/0!,,,,,,
40276,4,31-05-16 00:00,02:32:00,AM,,0,16-10-43,0,#DIV/0!,,,,,,
45947,3,31-05-16 00:00,02:47:00,AM,,0,17-10-43,0,#DIV/0!,,,,,,
14874,3,31-05-16 00:00,05:07:00,AM,,0,18-10-43,0,#DIV/0!,,,,,,
40282,3,31-05-16 00:00,08:38:00,AM,,0,19-10-43,0,#DIV/0!,,,,,,
1290,6,31-05-16 00:00,10:42:00,AM,,0,20-10-43,0,#DIV/0!,,,,,,
16951,3,31-05-16 00:00,01:37:00,PM,,0,21-10-43,0,#DIV/0!,,,,,,
37576,3,31-05-16 00:00,06:46:00,PM,,0,22-10-43,0,#DIV/0!,,,,,,
3562,3,31-05-16 00:00,09:04:00,PM,,0,23-10-43,0,#DIV/0!,,,,,,
11760,3,31-05-16 00:00,09:33:00,PM,,0,24-10-43,0,#DIV/0!,,,,,,
28209,6,31-05-16 00:00,10:23:00,PM,,0,25-10-43,0,#DIV/0!,,,,,,
46945,3,31-05-16 00:00,10:35:00,PM,,0,26-10-43,0,#DIV/0!,,,,,,
48543,3,31-05-16 00:00,11:40:00,PM,,0,27-10-43,0,#DIV/0!,,,,,,
13655,3,01-06-16 00:00,12:27:00,AM,,0,28-10-43,0,#DIV/0!,,,,,,
18895,3,01-06-16 00:00,01:14:00,AM,,0,29-10-43,0,#DIV/0!,,,,,,
1373,3,01-06-16 00:00,01:37:00,AM,,0,30-10-43,0,#DIV/0!,,,,,,
22294,6,01-06-16 00:00,01:55:00,AM,,0,31-10-43,0,#DIV/0!,,,,,,
23411,3,01-06-16 00:00,02:00:00,AM,,0,01-11-43,0,#DIV/0!,,,,,,
7125,3,01-06-16 00:00,06:33:00,AM,,0,02-11-43,0,#DIV/0!,,,,,,
42460,3,01-06-16 00:00,07:58:00,AM,,0,03-11-43,0,#DIV/0!,,,,,,
4761,4,01-06-16 00:00,08:44:00,AM,,0,04-11-43,0,#DIV/0!,,,,,,
20505,3,01-06-16 00:00,08:47:00,AM,,0,05-11-43,0,#DIV/0!,,,,,,
24379,6,01-06-16 00:00,10:07:00,AM,,0,06-11-43,0,#DIV/0!,,,,,,
30348,3,01-06-16 00:00,01:21:00,PM,,0,07-11-43,0,#DIV/0!,,,,,,
17684,3,01-06-16 00:00,05:17:00,PM,,0,08-11-43,0,#DIV/0!,,,,,,
13365,3,01-06-16 00:00,06:04:00,PM,,0,09-11-43,0,#DIV/0!,,,,,,
9135,3,01-06-16 00:00,07:16:00,PM,,0,10-11-43,0,#DIV/0!,,,,,,
21852,3,01-06-16 00:00,07:58:00,PM,,0,11-11-43,0,#DIV/0!,,,,,,
29145,4,01-06-16 00:00,08:23:00,PM,,0,12-11-43,0,#DIV/0!,,,,,,
17678,3,01-06-16 00:00,08:43:00,PM,,0,13-11-43,0,#DIV/0!,,,,,,
37907,3,01-06-16 00:00,08:48:00,PM,,0,14-11-43,0,#DIV/0!,,,,,,
37141,3,01-06-16 00:00,10:13:00,PM,,0,15-11-43,0,#DIV/0!,,,,,,
26219,3,01-06-16 00:00,10:53:00,PM,,0,16-11-43,0,#DIV/0!,,,,,,
6695,3,01-06-16 00:00,11:20:00,PM,,0,17-11-43,0,#DIV/0!,,,,,,
31720,3,01-06-16 00:00,11:54:00,PM,,0,18-11-43,0,#DIV/0!,,,,,,
15509,3,02-06-16 00:00,02:05:00,AM,,0,19-11-43,0,#DIV/0!,,,,,,
29950,3,02-06-16 00:00,05:42:00,AM,,0,20-11-43,0,#DIV/0!,,,,,,
34156,3,02-06-16 00:00,06:15:00,AM,,0,21-11-43,0,#DIV/0!,,,,,,
3741,3,02-06-16 00:00,11:07:00,AM,,0,22-11-43,0,#DIV/0!,,,,,,
42037,6,02-06-16 00:00,11:50:00,AM,,0,23-11-43,0,#DIV/0!,,,,,,
40584,4,02-06-16 00:00,12:13:00,PM,,0,24-11-43,0,#DIV/0!,,,,,,
22320,4,02-06-16 00:00,03:50:00,PM,,0,25-11-43,0,#DIV/0!,,,,,,
49720,3,02-06-16 00:00,05:28:00,PM,,0,26-11-43,0,#DIV/0!,,,,,,
1710,3,02-06-16 00:00,06:25:00,PM,,0,27-11-43,0,#DIV/0!,,,,,,
34998,3,02-06-16 00:00,07:43:00,PM,,0,28-11-43,0,#DIV/0!,,,,,,
12800,3,02-06-16 00:00,08:06:00,PM,,0,29-11-43,0,#DIV/0!,,,,,,
38390,3,02-06-16 00:00,09:32:00,PM,,0,30-11-43,0,#DIV/0!,,,,,,
31905,3,02-06-16 00:00,10:36:00,PM,,0,01-12-43,0,#DIV/0!,,,,,,
10266,3,03-06-16 00:00,12:20:00,AM,,0,02-12-43,0,#DIV/0!,,,,,,
14291,3,03-06-16 00:00,12:24:00,AM,,0,03-12-43,0,#DIV/0!,,,,,,
37494,3,03-06-16 00:00,02:24:00,AM,,0,04-12-43,0,#DIV/0!,,,,,,
8367,3,03-06-16 00:00,02:25:00,AM,,0,05-12-43,0,#DIV/0!,,,,,,
46394,3,03-06-16 00:00,03:40:00,AM,,0,06-12-43,0,#DIV/0!,,,,,,
38761,3,03-06-16 00:00,04:00:00,AM,,0,07-12-43,0,#DIV/0!,,,,,,
2069,3,03-06-16 00:00,04:34:00,AM,,0,08-12-43,0,#DIV/0!,,,,,,
4960,3,03-06-16 00:00,05:06:00,AM,,0,09-12-43,0,#DIV/0!,,,,,,
45405,3,03-06-16 00:00,06:28:00,AM,,0,10-12-43,0,#DIV/0!,,,,,,
47640,3,03-06-16 00:00,06:37:00,AM,,0,11-12-43,0,#DIV/0!,,,,,,
37168,3,03-06-16 00:00,07:58:00,AM,,0,12-12-43,0,#DIV/0!,,,,,,
9367,3,03-06-16 00:00,08:32:00,AM,,0,13-12-43,0,#DIV/0!,,,,,,
46430,6,03-06-16 00:00,02:47:00,PM,,0,14-12-43,0,#DIV/0!,,,,,,
13602,3,03-06-16 00:00,03:02:00,PM,,0,15-12-43,0,#DIV/0!,,,,,,
21332,3,03-06-16 00:00,04:57:00,PM,,0,16-12-43,0,#DIV/0!,,,,,,
1834,3,03-06-16 00:00,06:58:00,PM,,0,17-12-43,0,#DIV/0!,,,,,,
36145,3,03-06-16 00:00,07:58:00,PM,,0,18-12-43,0,#DIV/0!,,,,,,
6640,3,03-06-16 00:00,10:26:00,PM,,0,19-12-43,0,#DIV/0!,,,,,,
9743,3,03-06-16 00:00,10:57:00,PM,,0,20-12-43,0,#DIV/0!,,,,,,
32787,6,04-06-16 00:00,12:42:00,AM,,0,21-12-43,0,#DIV/0!,,,,,,
37402,3,04-06-16 00:00,12:59:00,AM,,0,22-12-43,0,#DIV/0!,,,,,,
32378,3,04-06-16 00:00,02:22:00,AM,,0,23-12-43,0,#DIV/0!,,,,,,
3250,3,04-06-16 00:00,03:15:00,AM,,0,24-12-43,0,#DIV/0!,,,,,,
779,4,04-06-16 00:00,03:16:00,AM,,0,25-12-43,0,#DIV/0!,,,,,,
22857,6,04-06-16 00:00,03:25:00,AM,,0,26-12-43,0,#DIV/0!,,,,,,
43980,3,04-06-16 00:00,03:34:00,AM,,0,27-12-43,0,#DIV/0!,,,,,,
45256,3,04-06-16 00:00,03:54:00,AM,,0,28-12-43,0,#DIV/0!,,,,,,
29037,3,04-06-16 00:00,04:06:00,AM,,0,29-12-43,0,#DIV/0!,,,,,,
11300,3,04-06-16 00:00,05:36:00,AM,,0,30-12-43,0,#DIV/0!,,,,,,
40475,3,04-06-16 00:00,05:42:00,AM,,0,31-12-43,0,#DIV/0!,,,,,,
18035,3,04-06-16 00:00,06:27:00,AM,,0,01-01-44,0,#DIV/0!,,,,,,
13784,3,04-06-16 00:00,06:52:00,AM,,0,02-01-44,0,#DIV/0!,,,,,,
36164,3,04-06-16 00:00,07:10:00,AM,,0,03-01-44,0,#DIV/0!,,,,,,
1300,3,04-06-16 00:00,08:49:00,AM,,0,04-01-44,0,#DIV/0!,,,,,,
15255,3,04-06-16 00:00,11:46:00,AM,,0,05-01-44,0,#DIV/0!,,,,,,
1488,3,04-06-16 00:00,12:15:00,PM,,0,06-01-44,0,#DIV/0!,,,,,,
23999,3,04-06-16 00:00,01:32:00,PM,,0,07-01-44,0,#DIV/0!,,,,,,
11228,4,04-06-16 00:00,03:27:00,PM,,0,08-01-44,0,#DIV/0!,,,,,,
10399,3,04-06-16 00:00,03:47:00,PM,,0,09-01-44,0,#DIV/0!,,,,,,
17207,3,04-06-16 00:00,04:39:00,PM,,0,10-01-44,0,#DIV/0!,,,,,,
937,3,04-06-16 00:00,05:34:00,PM,,0,11-01-44,0,#DIV/0!,,,,,,
37430,3,04-06-16 00:00,05:35:00,PM,,0,12-01-44,0,#DIV/0!,,,,,,
29056,3,05-06-16 00:00,12:21:00,AM,,0,13-01-44,0,#DIV/0!,,,,,,
26388,3,05-06-16 00:00,12:33:00,AM,,0,14-01-44,0,#DIV/0!,,,,,,
43560,3,05-06-16 00:00,01:55:00,AM,,0,15-01-44,0,#DIV/0!,,,,,,
43095,3,05-06-16 00:00,02:13:00,AM,,0,16-01-44,0,#DIV/0!,,,,,,
30139,3,05-06-16 00:00,06:58:00,AM,,0,17-01-44,0,#DIV/0!,,,,,,
22268,3,05-06-16 00:00,07:43:00,AM,,0,18-01-44,0,#DIV/0!,,,,,,
37916,3,05-06-16 00:00,09:12:00,AM,,0,19-01-44,0,#DIV/0!,,,,,,
10295,3,05-06-16 00:00,10:00:00,AM,,0,20-01-44,0,#DIV/0!,,,,,,
25935,3,05-06-16 00:00,10:02:00,AM,,0,21-01-44,0,#DIV/0!,,,,,,
44414,3,05-06-16 00:00,10:20:00,AM,,0,22-01-44,0,#DIV/0!,,,,,,
38296,3,05-06-16 00:00,12:17:00,PM,,0,23-01-44,0,#DIV/0!,,,,,,
41193,3,05-06-16 00:00,01:28:00,PM,,0,24-01-44,0,#DIV/0!,,,,,,
38528,3,05-06-16 00:00,01:44:00,PM,,0,25-01-44,0,#DIV/0!,,,,,,
25300,6,05-06-16 00:00,03:33:00,PM,,0,26-01-44,0,#DIV/0!,,,,,,
8666,3,05-06-16 00:00,04:03:00,PM,,0,27-01-44,0,#DIV/0!,,,,,,
29882,3,05-06-16 00:00,06:38:00,PM,,0,28-01-44,0,#DIV/0!,,,,,,
37501,3,05-06-16 00:00,07:35:00,PM,,0,29-01-44,0,#DIV/0!,,,,,,
27915,3,05-06-16 00:00,07:36:00,PM,,0,30-01-44,0,#DIV/0!,,,,,,
34587,3,05-06-16 00:00,09:42:00,PM,,0,31-01-44,0,#DIV/0!,,,,,,
49003,3,05-06-16 00:00,10:46:00,PM,,0,01-02-44,0,#DIV/0!,,,,,,
4167,3,05-06-16 00:00,11:29:00,PM,,0,02-02-44,0,#DIV/0!,,,,,,
36325,3,06-06-16 00:00,02:49:00,AM,,0,03-02-44,0,#DIV/0!,,,,,,
39548,3,06-06-16 00:00,04:59:00,AM,,0,04-02-44,0,#DIV/0!,,,,,,
35106,3,06-06-16 00:00,05:00:00,AM,,0,05-02-44,0,#DIV/0!,,,,,,
28486,3,06-06-16 00:00,05:38:00,AM,,0,06-02-44,0,#DIV/0!,,,,,,
15992,6,06-06-16 00:00,05:50:00,AM,,0,07-02-44,0,#DIV/0!,,,,,,
20947,3,06-06-16 00:00,05:58:00,AM,,0,08-02-44,0,#DIV/0!,,,,,,
20104,3,06-06-16 00:00,06:23:00,AM,,0,09-02-44,0,#DIV/0!,,,,,,
41652,3,06-06-16 00:00,11:24:00,AM,,0,10-02-44,0,#DIV/0!,,,,,,
31920,6,06-06-16 00:00,12:05:00,PM,,0,11-02-44,0,#DIV/0!,,,,,,
27929,3,06-06-16 00:00,01:20:00,PM,,0,12-02-44,0,#DIV/0!,,,,,,
14389,4,06-06-16 00:00,05:03:00,PM,,0,13-02-44,0,#DIV/0!,,,,,,
38926,3,06-06-16 00:00,05:18:00,PM,,0,14-02-44,0,#DIV/0!,,,,,,
22124,4,06-06-16 00:00,08:22:00,PM,,0,15-02-44,0,#DIV/0!,,,,,,
34957,6,06-06-16 00:00,11:17:00,PM,,0,16-02-44,0,#DIV/0!,,,,,,
19600,3,06-06-16 00:00,11:56:00,PM,,0,17-02-44,0,#DIV/0!,,,,,,
34895,3,07-06-16 00:00,01:08:00,AM,,0,18-02-44,0,#DIV/0!,,,,,,
17156,3,07-06-16 00:00,01:25:00,AM,,0,19-02-44,0,#DIV/0!,,,,,,
13623,3,07-06-16 00:00,01:52:00,AM,,0,20-02-44,0,#DIV/0!,,,,,,
25124,3,07-06-16 00:00,02:08:00,AM,,0,21-02-44,0,#DIV/0!,,,,,,
22905,6,07-06-16 00:00,02:35:00,AM,,0,22-02-44,0,#DIV/0!,,,,,,
1606,3,07-06-16 00:00,03:18:00,AM,,0,23-02-44,0,#DIV/0!,,,,,,
49126,3,07-06-16 00:00,04:14:00,AM,,0,24-02-44,0,#DIV/0!,,,,,,
48130,3,07-06-16 00:00,05:05:00,AM,,0,25-02-44,0,#DIV/0!,,,,,,
38232,3,07-06-16 00:00,05:07:00,AM,,0,26-02-44,0,#DIV/0!,,,,,,
48533,3,07-06-16 00:00,05:32:00,AM,,0,27-02-44,0,#DIV/0!,,,,,,
19134,3,07-06-16 00:00,05:56:00,AM,,0,28-02-44,0,#DIV/0!,,,,,,
1119,3,07-06-16 00:00,07:01:00,AM,,0,29-02-44,0,#DIV/0!,,,,,,
5157,3,07-06-16 00:00,09:53:00,AM,,0,01-03-44,0,#DIV/0!,,,,,,
23751,3,07-06-16 00:00,10:41:00,AM,,0,02-03-44,0,#DIV/0!,,,,,,
28739,3,07-06-16 00:00,11:08:00,AM,,0,03-03-44,0,#DIV/0!,,,,,,
6232,3,07-06-16 00:00,11:55:00,AM,,0,04-03-44,0,#DIV/0!,,,,,,
13862,3,07-06-16 00:00,01:27:00,PM,,0,05-03-44,0,#DIV/0!,,,,,,
21649,3,07-06-16 00:00,02:16:00,PM,,0,06-03-44,0,#DIV/0!,,,,,,
45146,4,07-06-16 00:00,04:02:00,PM,,0,07-03-44,0,#DIV/0!,,,,,,
33285,3,07-06-16 00:00,04:18:00,PM,,0,08-03-44,0,#DIV/0!,,,,,,
14539,3,07-06-16 00:00,04:18:00,PM,,0,09-03-44,0,#DIV/0!,,,,,,
20251,3,07-06-16 00:00,05:18:00,PM,,0,10-03-44,0,#DIV/0!,,,,,,
22428,3,07-06-16 00:00,06:52:00,PM,,0,11-03-44,0,#DIV/0!,,,,,,
20053,6,07-06-16 00:00,07:11:00,PM,,0,12-03-44,0,#DIV/0!,,,,,,
34814,3,07-06-16 00:00,07:39:00,PM,,0,13-03-44,0,#DIV/0!,,,,,,
11401,3,07-06-16 00:00,08:39:00,PM,,0,14-03-44,0,#DIV/0!,,,,,,
18384,3,07-06-16 00:00,09:42:00,PM,,0,15-03-44,0,#DIV/0!,,,,,,
26687,3,07-06-16 00:00,09:44:00,PM,,0,16-03-44,0,#DIV/0!,,,,,,
5377,3,08-06-16 00:00,12:55:00,AM,,0,17-03-44,0,#DIV/0!,,,,,,
5553,3,08-06-16 00:00,01:07:00,AM,,0,18-03-44,0,#DIV/0!,,,,,,
42874,3,08-06-16 00:00,01:29:00,AM,,0,19-03-44,0,#DIV/0!,,,,,,
26009,4,08-06-16 00:00,04:32:00,AM,,0,20-03-44,0,#DIV/0!,,,,,,
20388,3,08-06-16 00:00,05:22:00,AM,,0,21-03-44,0,#DIV/0!,,,,,,
18127,3,08-06-16 00:00,06:17:00,AM,,0,22-03-44,0,#DIV/0!,,,,,,
25972,3,08-06-16 00:00,06:56:00,AM,,0,23-03-44,0,#DIV/0!,,,,,,
11445,3,08-06-16 00:00,07:09:00,AM,,0,24-03-44,0,#DIV/0!,,,,,,
3157,3,08-06-16 00:00,07:34:00,AM,,0,25-03-44,0,#DIV/0!,,,,,,
37017,3,08-06-16 00:00,07:49:00,AM,,0,26-03-44,0,#DIV/0!,,,,,,
9888,3,08-06-16 00:00,09:25:00,AM,,0,27-03-44,0,#DIV/0!,,,,,,
17153,3,08-06-16 00:00,09:40:00,AM,,0,28-03-44,0,#DIV/0!,,,,,,
16799,3,08-06-16 00:00,11:50:00,AM,,0,29-03-44,0,#DIV/0!,,,,,,
12868,3,08-06-16 00:00,11:55:00,AM,,0,30-03-44,0,#DIV/0!,,,,,,
16722,3,08-06-16 00:00,12:12:00,PM,,0,31-03-44,0,#DIV/0!,,,,,,
38742,3,08-06-16 00:00,12:21:00,PM,,0,01-04-44,0,#DIV/0!,,,,,,
8957,6,08-06-16 00:00,02:05:00,PM,,0,02-04-44,0,#DIV/0!,,,,,,
45854,3,08-06-16 00:00,02:11:00,PM,,0,03-04-44,0,#DIV/0!,,,,,,
26253,4,08-06-16 00:00,02:27:00,PM,,0,04-04-44,0,#DIV/0!,,,,,,
44192,3,08-06-16 00:00,03:00:00,PM,,0,05-04-44,0,#DIV/0!,,,,,,
27976,4,08-06-16 00:00,04:05:00,PM,,0,06-04-44,0,#DIV/0!,,,,,,
37421,4,08-06-16 00:00,05:52:00,PM,,0,07-04-44,0,#DIV/0!,,,,,,
36884,3,08-06-16 00:00,07:00:00,PM,,0,08-04-44,0,#DIV/0!,,,,,,
10927,3,08-06-16 00:00,07:55:00,PM,,0,09-04-44,0,#DIV/0!,,,,,,
17830,3,08-06-16 00:00,08:57:00,PM,,0,10-04-44,0,#DIV/0!,,,,,,
43305,3,08-06-16 00:00,10:08:00,PM,,0,11-04-44,0,#DIV/0!,,,,,,
2411,3,08-06-16 00:00,10:08:00,PM,,0,12-04-44,0,#DIV/0!,,,,,,
14475,3,08-06-16 00:00,10:50:00,PM,,0,13-04-44,0,#DIV/0!,,,,,,
4373,3,08-06-16 00:00,11:25:00,PM,,0,14-04-44,0,#DIV/0!,,,,,,
13034,3,09-06-16 00:00,12:01:00,AM,,0,15-04-44,0,#DIV/0!,,,,,,
46049,3,09-06-16 00:00,02:22:00,AM,,0,16-04-44,0,#DIV/0!,,,,,,
46173,4,09-06-16 00:00,02:26:00,AM,,0,17-04-44,0,#DIV/0!,,,,,,
25633,3,09-06-16 00:00,03:11:00,AM,,0,18-04-44,0,#DIV/0!,,,,,,
22798,3,09-06-16 00:00,04:22:00,AM,,0,19-04-44,0,#DIV/0!,,,,,,
12703,3,09-06-16 00:00,05:07:00,AM,,0,20-04-44,0,#DIV/0!,,,,,,
4316,3,09-06-16 00:00,05:19:00,AM,,0,21-04-44,0,#DIV/0!,,,,,,
18670,3,09-06-16 00:00,06:57:00,AM,,0,22-04-44,0,#DIV/0!,,,,,,
11675,3,09-06-16 00:00,09:37:00,AM,,0,23-04-44,0,#DIV/0!,,,,,,
37174,3,09-06-16 00:00,10:06:00,AM,,0,24-04-44,0,#DIV/0!,,,,,,
49370,3,09-06-16 00:00,10:44:00,AM,,0,25-04-44,0,#DIV/0!,,,,,,
12792,3,09-06-16 00:00,12:02:00,PM,,0,26-04-44,0,#DIV/0!,,,,,,
19929,3,09-06-16 00:00,12:10:00,PM,,0,27-04-44,0,#DIV/0!,,,,,,
15464,3,09-06-16 00:00,02:49:00,PM,,0,28-04-44,0,#DIV/0!,,,,,,
6134,3,09-06-16 00:00,03:01:00,PM,,0,29-04-44,0,#DIV/0!,,,,,,
19416,3,09-06-16 00:00,03:22:00,PM,,0,30-04-44,0,#DIV/0!,,,,,,
38479,3,09-06-16 00:00,07:04:00,PM,,0,01-05-44,0,#DIV/0!,,,,,,
21762,3,09-06-16 00:00,07:09:00,PM,,0,02-05-44,0,#DIV/0!,,,,,,
15252,3,09-06-16 00:00,07:09:00,PM,,0,03-05-44,0,#DIV/0!,,,,,,
47667,4,09-06-16 00:00,07:34:00,PM,,0,04-05-44,0,#DIV/0!,,,,,,
33321,4,09-06-16 00:00,08:02:00,PM,,0,05-05-44,0,#DIV/0!,,,,,,
6979,3,09-06-16 00:00,08:20:00,PM,,0,06-05-44,0,#DIV/0!,,,,,,
43408,3,09-06-16 00:00,08:55:00,PM,,0,07-05-44,0,#DIV/0!,,,,,,
8035,3,09-06-16 00:00,08:57:00,PM,,0,08-05-44,0,#DIV/0!,,,,,,
47030,3,09-06-16 00:00,09:00:00,PM,,0,09-05-44,0,#DIV/0!,,,,,,
872,3,09-06-16 00:00,09:16:00,PM,,0,10-05-44,0,#DIV/0!,,,,,,
5322,3,09-06-16 00:00,09:36:00,PM,,0,11-05-44,0,#DIV/0!,,,,,,
3034,3,09-06-16 00:00,11:07:00,PM,,0,12-05-44,0,#DIV/0!,,,,,,
21184,3,09-06-16 00:00,11:08:00,PM,,0,13-05-44,0,#DIV/0!,,,,,,
14469,3,09-06-16 00:00,11:17:00,PM,,0,14-05-44,0,#DIV/0!,,,,,,
33559,3,10-06-16 00:00,12:47:00,AM,,0,15-05-44,0,#DIV/0!,,,,,,
19551,3,10-06-16 00:00,01:20:00,AM,,0,16-05-44,0,#DIV/0!,,,,,,
21302,3,10-06-16 00:00,01:36:00,AM,,0,17-05-44,0,#DIV/0!,,,,,,
5874,3,10-06-16 00:00,08:25:00,AM,,0,18-05-44,0,#DIV/0!,,,,,,
35081,3,10-06-16 00:00,09:17:00,AM,,0,19-05-44,0,#DIV/0!,,,,,,
25582,3,10-06-16 00:00,09:37:00,AM,,0,20-05-44,0,#DIV/0!,,,,,,
30285,3,10-06-16 00:00,10:26:00,AM,,0,21-05-44,0,#DIV/0!,,,,,,
3204,3,10-06-16 00:00,11:01:00,AM,,0,22-05-44,0,#DIV/0!,,,,,,
31763,3,10-06-16 00:00,11:22:00,AM,,0,23-05-44,0,#DIV/0!,,,,,,
40654,3,10-06-16 00:00,03:28:00,PM,,0,24-05-44,0,#DIV/0!,,,,,,
26882,3,10-06-16 00:00,03:45:00,PM,,0,25-05-44,0,#DIV/0!,,,,,,
15353,3,10-06-16 00:00,04:42:00,PM,,0,26-05-44,0,#DIV/0!,,,,,,
